Year,Month,A1,A2,A3,B1,B2,B3,B4,C1,C2,C3,C4,C5,C6,C7,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,G1,G2,G3,G4,G5,H1,H2,I1,I2,I3,I4,J1,J2,J3,J4,J5,K1,K2
1850,1,1000.251384496989,125.10092758825431,1007.5151968005248,2148.412690878511,2143.5432485156925,489.1008360184642,213.17362056454158,1302.5491163268853,839.7119055175854,0.0,0.0,0.0,0.0,0.0,5368.640307947055,5104.452081590942,414.68720739562286,2823.5433052796798,1251.2980419462165,31.125145727875406,174.00062579502992,0.0,9794.136832423785,1543.7411168924955,1771.4705576595406,7790.719846789868,140.89947528910477,6604.496099526547,5096.067948471766,1218.1084299137879,480.09976660795155,642.8581296653714,31888.810815819743,23641.045615651645,43.98010361711823,10332.472682716645,38922.692144987624,37754.24651375876,36300.96378625522,0.0,0.0,47986.098624532664,44042.11185177295
1850,2,399.2559779281214,8.659737278749049,438.52987835590056,1205.5192755667376,1174.5267236714299,190.51262018439047,8.186275539110795,1033.9095665230188,751.6165500631414,0.0,0.0,0.0,0.0,0.0,3825.8901311476147,3758.4671512662862,0.0,1685.29814720164,1061.2599868762636,0.0,0.0,0.0,8718.278923952268,767.7612567976712,293.34952228067414,7891.53755740556,123.03729922902568,6288.637827992261,4951.228048293188,1071.679833658019,254.28085840637186,597.7842924741417,26618.01050854763,19404.690753394985,32.59483992491374,8787.112599321634,31531.89345148025,30959.40854047648,29992.74774689119,0.0,0.0,39215.85425077249,36379.57401648867
1850,3,4.614542332172974,0.0,0.0,692.3296095486977,578.538580526747,0.0,0.0,1443.8801855673373,900.1971529890106,39.07187068649773,5.772044815091931,0.0,0.0,0.0,3937.8319043334122,3774.3301343204766,0.0,1328.471991597774,1728.0391415137856,41.326534329655715,540.7364234081797,155.63943834740712,8893.498545775888,109.14695721726684,125.3045008734216,7957.622787175533,207.85925901689734,7604.203381190728,5584.737504626151,1628.704710384225,1756.4992843162408,834.8362445195216,31965.015435742098,23626.239775878174,284.675430279872,9045.304333953834,39845.24102981853,38499.72065101986,36815.5656481277,138.55070809933432,20.66675108064362,48872.53013690005,45003.95184420164
1850,4,620.7305601235321,83.10841159291772,504.1027140891938,1529.5572919182887,1453.2483670023466,193.6196666048163,159.9956446851868,1541.6969703489303,916.1928596426551,0.0,6.461779293868403,7.160070039365792,0.0,14.34885365394075,5092.543899719683,4779.918977801608,408.20024837346,2159.5621598354373,1335.3071709001943,64.9385333727123,35.832153832657696,0.0,10058.100966794998,2484.1942363946837,2130.03476018989,7901.644968867646,121.23635819233795,6254.261565112762,4935.879671849161,1055.0735137502588,366.87725188962725,598.0338832314776,32313.933273368108,23977.81205476947,73.75908934589506,10846.620652278405,41388.85215042018,38381.79498595979,36859.87520295064,0.0,0.0,52874.15447501821,47786.84274122094
1850,5,4675.331458515051,901.4917764743768,1880.3454191002893,9835.640740666422,9128.756505658908,1356.2309373935714,609.1813280541555,6664.892572116718,3299.000252956932,802.0282484784511,194.18413727619554,291.0270900117357,338.78614652328906,348.31032466608303,35915.82328169228,28561.10683835938,2356.831613210583,17252.34183138699,8641.231487018696,646.0279332950377,2339.896716757896,464.0273404389591,81434.41095292335,22397.23076870863,19995.49295087275,37088.42741910537,1668.0514702293294,23119.964663815073,14379.720645846857,5482.530004873493,30818.10735099353,7258.291911296368,214855.21814375883,192362.13759137667,11421.67840287217,87008.6091437306,326168.3129248838,277576.92823285935,258836.56427104864,13225.75032457762,9526.551521754911,379424.00562827196,356258.4855953567
1850,6,1044.6416754123566,172.49123546379042,833.7203983515615,2281.1763018467245,2228.1864709352376,419.42676851373835,298.5729520959567,1776.1715491055438,1044.1641515878327,40.92737796851088,13.121354879224555,14.051526839491771,45.42236979589234,57.34484440104552,6408.252195834139,5943.753502451655,710.8399556184913,3163.3043870703623,1712.4929173524797,65.50063771406758,452.9453047930474,99.58259003259809,11348.491437168035,2694.4299734884553,2960.0342455978644,7879.88389755792,184.5910073923144,7277.558938470109,5420.73125447179,1502.2134884308307,2684.2611207346617,842.6960127349776,41445.66564633735,31378.52308554345,667.3068294437212,12438.982631277206,57646.70672694605,52073.39923517636,48654.217040146235,487.0188014022651,450.5610951336598,71299.59359856701,64664.05750772773
1850,7,1040.3469723389826,97.78437180478204,1159.70206693412,2406.573268863038,2414.170355217939,680.1106775644621,143.8128988117371,2180.164063737084,1230.2545224219612,32.01974993882641,19.42150200580386,34.96750562778834,126.77804629945786,131.20435396564062,6929.679441388056,6334.149161035457,456.03330268265745,3176.904422516047,1541.2245533219993,90.53395954053121,280.59402460194724,0.0,11308.024675273758,1499.6338810256839,1677.8731442159187,7769.754348577779,150.28767996516854,6758.023412950199,5168.0635793855445,1286.3783970698269,738.377609715054,672.4533527643129,36950.18603013063,27791.369174147752,96.84022427741809,12231.583154088716,46652.592246443994,44465.19052079751,42387.46440422576,0.0,0.0,56829.97956615919,52186.144319445
1850,8,1922.155433800388,230.8318133665789,1554.5359440311313,4214.4963600017945,4206.33383239941,1023.6997967666612,332.43569811895213,3065.709697637918,1565.971729767938,253.95206917719224,71.56267328001013,81.93420527017861,103.41704040266086,200.3454006591819,12180.694373127044,10441.555575924373,1013.9609600722961,6294.877647674264,3128.9045351887326,204.45527834125824,1116.6317168258392,439.5471515301506,20460.390042961983,4113.231920678485,4497.57686883803,10153.14448585009,406.29667204212365,10024.52880269417,6870.561751645742,2427.547058851498,4304.45776630462,1387.6215839289289,65411.56576173025,52325.40561554476,840.9005721317394,22150.684253648215,92165.83319878503,82015.66812686517,76717.75230834354,644.7425043349185,640.0604789771437,110177.12460145628,101585.474418214
1850,9,2653.1073397066466,270.3831210847575,1941.365504353169,6161.010809773521,6140.330305026815,1440.413212440806,349.46278026439086,4803.12185430243,2431.721030022978,521.6849992546577,126.66539842919701,172.5176619523454,317.63114515744746,309.06605124581984,20211.021688077424,16564.609873524692,1174.8662641246283,9613.99132340349,5353.9837387959415,356.883993400661,1771.5415535987995,485.3359528050278,37804.68735780561,5947.73428339792,6055.572508531288,19392.956352047593,1035.4607326972528,16713.877153726906,10675.990110199797,4097.707373421799,6893.698063049,2752.986088331101,102004.22456115938,86245.34068932803,1095.3131771946219,39329.578734142764,165278.58887162805,130038.2520218658,118499.58994805999,876.5834792713604,912.1199819334515,203906.36596717988,187108.6251463968
1850,10,1928.9720542064206,267.871885224944,1471.7705585547228,4434.357049124024,4391.546396659207,1019.6027775555922,360.72606368547076,3367.4462583873974,1745.5991713316107,90.8734695825724,56.422502994085335,102.52049318257468,269.3726795169641,254.27834764287581,13262.65927251021,11342.976346544747,1093.3610297441937,6799.200250468421,1708.672762859911,206.09861237536825,145.50334225197093,0.0,19396.28041772562,4606.439503219084,5207.915122123293,7873.199534753703,121.23635819233795,6254.4844786715985,4936.024686611754,1055.0735137502588,1032.179920900037,623.3865993392333,51344.86589505337,40017.31734704261,287.1114717785483,20836.18605314038,68362.56219865993,63147.10317922133,59552.44116905256,140.7623714335541,23.458240013737168,81945.53406597368,75299.91828285914
