OBJECTID,Area_sqkm,TNRCC_ID,CP_ID,usgs_site_,station_nm,huc_cd,usgs_drain_sqmi,WAM_drain_sqmi,WAM_drai_1,Quad_ID,Quad_lat,Quad_lon
474,91.4961343,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,607,31.5,-100.5
475,91.4961343,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,607,31.5,-100.5
476,91.4961343,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,607,31.5,-100.5
477,91.4961343,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,607,31.5,-100.5
478,541.2566996,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,608,31.5,-99.5
479,541.2566996,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,608,31.5,-99.5
480,541.2566996,8127000,D3,8127000,"Elm Ck at Ballinger, TX",12090101,450,464,1201.754483,608,31.5,-99.5
481,541.2566996,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,608,31.5,-99.5
482,541.2566996,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,608,31.5,-99.5
483,541.2566996,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,608,31.5,-99.5
484,541.2566996,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,608,31.5,-99.5
485,541.2566996,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,608,31.5,-99.5
486,541.2566996,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,608,31.5,-99.5
487,541.2566996,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,608,31.5,-99.5
488,541.2566996,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,608,31.5,-99.5
489,541.2566996,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,608,31.5,-99.5
490,1143.092198,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,507,32.5,-100.5
491,1143.092198,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,507,32.5,-100.5
492,1143.092198,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,507,32.5,-100.5
493,1143.092198,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,507,32.5,-100.5
494,1143.092198,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,507,32.5,-100.5
495,1143.092198,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,507,32.5,-100.5
496,1143.092198,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,507,32.5,-100.5
497,1143.092198,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,507,32.5,-100.5
498,1143.092198,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,507,32.5,-100.5
499,1143.092198,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,507,32.5,-100.5
500,1143.092198,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,507,32.5,-100.5
501,1143.092198,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,507,32.5,-100.5
502,1566.041557,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,607,31.5,-100.5
503,1566.041557,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,607,31.5,-100.5
504,1566.041557,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,607,31.5,-100.5
505,1566.041557,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,607,31.5,-100.5
506,1566.041557,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,607,31.5,-100.5
507,1566.041557,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,607,31.5,-100.5
508,1566.041557,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,607,31.5,-100.5
509,1566.041557,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,607,31.5,-100.5
510,1566.041557,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,607,31.5,-100.5
511,1566.041557,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,607,31.5,-100.5
512,1566.041557,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,607,31.5,-100.5
513,1566.041557,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,607,31.5,-100.5
514,269.3252399,8146000,E1,8146000,"San Saba Rv at San Saba, TX",12090109,3046,3048,7894.283759,607,31.5,-100.5
515,269.3252399,8144600,E3,8144600,"San Saba Rv nr Brady, TX",12090109,1633,1636,4237.220548,607,31.5,-100.5
516,269.3252399,8144500,E4,8144500,"San Saba Rv at Menard, TX",12090109,1135,1137,2944.816481,607,31.5,-100.5
517,269.3252399,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,607,31.5,-100.5
518,269.3252399,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,607,31.5,-100.5
519,269.3252399,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,607,31.5,-100.5
520,269.3252399,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,607,31.5,-100.5
521,269.3252399,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,607,31.5,-100.5
522,269.3252399,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,607,31.5,-100.5
523,269.3252399,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,607,31.5,-100.5
524,269.3252399,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,607,31.5,-100.5
525,269.3252399,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,607,31.5,-100.5
526,142.1130908,8146000,E1,8146000,"San Saba Rv at San Saba, TX",12090109,3046,3048,7894.283759,608,31.5,-99.5
527,142.1130908,8144600,E3,8144600,"San Saba Rv nr Brady, TX",12090109,1633,1636,4237.220548,608,31.5,-99.5
528,142.1130908,8144500,E4,8144500,"San Saba Rv at Menard, TX",12090109,1135,1137,2944.816481,608,31.5,-99.5
529,142.1130908,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,608,31.5,-99.5
530,142.1130908,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,608,31.5,-99.5
531,142.1130908,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,608,31.5,-99.5
532,142.1130908,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,608,31.5,-99.5
533,142.1130908,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,608,31.5,-99.5
534,142.1130908,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,608,31.5,-99.5
535,142.1130908,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,608,31.5,-99.5
536,142.1130908,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,608,31.5,-99.5
537,142.1130908,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,608,31.5,-99.5
538,1931.271852,8146000,E1,8146000,"San Saba Rv at San Saba, TX",12090109,3046,3048,7894.283759,707,30.5,-100.5
539,1931.271852,8144600,E3,8144600,"San Saba Rv nr Brady, TX",12090109,1633,1636,4237.220548,707,30.5,-100.5
540,1931.271852,8144500,E4,8144500,"San Saba Rv at Menard, TX",12090109,1135,1137,2944.816481,707,30.5,-100.5
541,1931.271852,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,707,30.5,-100.5
542,1931.271852,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,707,30.5,-100.5
543,1931.271852,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,707,30.5,-100.5
544,1931.271852,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,707,30.5,-100.5
545,1931.271852,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,707,30.5,-100.5
546,1931.271852,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,707,30.5,-100.5
547,1931.271852,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,707,30.5,-100.5
548,1931.271852,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,707,30.5,-100.5
549,1931.271852,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,707,30.5,-100.5
550,597.855825,8146000,E1,8146000,"San Saba Rv at San Saba, TX",12090109,3046,3048,7894.283759,708,30.5,-99.5
551,597.855825,8144600,E3,8144600,"San Saba Rv nr Brady, TX",12090109,1633,1636,4237.220548,708,30.5,-99.5
552,597.855825,8144500,E4,8144500,"San Saba Rv at Menard, TX",12090109,1135,1137,2944.816481,708,30.5,-99.5
553,597.855825,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,708,30.5,-99.5
554,597.855825,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,708,30.5,-99.5
555,597.855825,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,708,30.5,-99.5
556,597.855825,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,708,30.5,-99.5
557,597.855825,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,708,30.5,-99.5
558,597.855825,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,708,30.5,-99.5
559,597.855825,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,708,30.5,-99.5
560,597.855825,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,708,30.5,-99.5
561,597.855825,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,708,30.5,-99.5
562,435.6614098,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,507,32.5,-100.5
563,435.6614098,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,507,32.5,-100.5
564,435.6614098,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,507,32.5,-100.5
565,435.6614098,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,507,32.5,-100.5
566,435.6614098,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,507,32.5,-100.5
567,435.6614098,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,507,32.5,-100.5
568,435.6614098,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,507,32.5,-100.5
569,435.6614098,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,507,32.5,-100.5
570,435.6614098,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,507,32.5,-100.5
571,435.6614098,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,507,32.5,-100.5
572,435.6614098,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,507,32.5,-100.5
573,435.6614098,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,507,32.5,-100.5
574,435.6614098,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,507,32.5,-100.5
575,593.077594,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,607,31.5,-100.5
576,593.077594,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,607,31.5,-100.5
577,593.077594,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,607,31.5,-100.5
578,593.077594,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,607,31.5,-100.5
579,593.077594,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,607,31.5,-100.5
580,593.077594,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,607,31.5,-100.5
581,593.077594,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,607,31.5,-100.5
582,593.077594,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,607,31.5,-100.5
583,593.077594,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,607,31.5,-100.5
584,593.077594,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,607,31.5,-100.5
585,593.077594,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,607,31.5,-100.5
586,593.077594,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,607,31.5,-100.5
587,593.077594,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,607,31.5,-100.5
588,1633.037072,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,607,31.5,-100.5
589,1633.037072,8136000,C2,8136000,"Concho Rv at San Angelo, TX",12090105,5542,4139,10719.96079,607,31.5,-100.5
590,1633.037072,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,607,31.5,-100.5
591,1633.037072,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,607,31.5,-100.5
592,1633.037072,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,607,31.5,-100.5
593,1633.037072,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,607,31.5,-100.5
594,1633.037072,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,607,31.5,-100.5
595,1633.037072,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,607,31.5,-100.5
596,1633.037072,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,607,31.5,-100.5
597,1633.037072,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,607,31.5,-100.5
598,1633.037072,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,607,31.5,-100.5
599,1633.037072,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,607,31.5,-100.5
600,1633.037072,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,607,31.5,-100.5
601,920.5022511,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,506,32.5,-101.5
602,920.5022511,8123850,B2,8123850,"Colorado Rv abv Silver, TX",12080008,14910,4559,11807.75579,506,32.5,-101.5
603,920.5022511,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,506,32.5,-101.5
604,920.5022511,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,506,32.5,-101.5
605,920.5022511,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,506,32.5,-101.5
606,920.5022511,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,506,32.5,-101.5
607,920.5022511,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,506,32.5,-101.5
608,920.5022511,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,506,32.5,-101.5
609,920.5022511,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,506,32.5,-101.5
610,920.5022511,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,506,32.5,-101.5
611,920.5022511,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,506,32.5,-101.5
612,920.5022511,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,506,32.5,-101.5
613,920.5022511,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,506,32.5,-101.5
614,920.5022511,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,506,32.5,-101.5
615,1412.935845,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,507,32.5,-100.5
616,1412.935845,8123850,B2,8123850,"Colorado Rv abv Silver, TX",12080008,14910,4559,11807.75579,507,32.5,-100.5
617,1412.935845,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,507,32.5,-100.5
618,1412.935845,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,507,32.5,-100.5
619,1412.935845,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,507,32.5,-100.5
620,1412.935845,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,507,32.5,-100.5
621,1412.935845,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,507,32.5,-100.5
622,1412.935845,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,507,32.5,-100.5
623,1412.935845,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,507,32.5,-100.5
624,1412.935845,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,507,32.5,-100.5
625,1412.935845,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,507,32.5,-100.5
626,1412.935845,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,507,32.5,-100.5
627,1412.935845,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,507,32.5,-100.5
628,1412.935845,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,507,32.5,-100.5
629,123.296251,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,607,31.5,-100.5
630,123.296251,8123850,B2,8123850,"Colorado Rv abv Silver, TX",12080008,14910,4559,11807.75579,607,31.5,-100.5
631,123.296251,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,607,31.5,-100.5
632,123.296251,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,607,31.5,-100.5
633,123.296251,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,607,31.5,-100.5
634,123.296251,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,607,31.5,-100.5
635,123.296251,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,607,31.5,-100.5
636,123.296251,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,607,31.5,-100.5
637,123.296251,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,607,31.5,-100.5
638,123.296251,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,607,31.5,-100.5
639,123.296251,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,607,31.5,-100.5
640,123.296251,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,607,31.5,-100.5
641,123.296251,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,607,31.5,-100.5
642,123.296251,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,607,31.5,-100.5
643,626.6028305,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,607,31.5,-100.5
644,626.6028305,8136000,C2,8136000,"Concho Rv at San Angelo, TX",12090105,5542,4139,10719.96079,607,31.5,-100.5
645,626.6028305,8128000,C3,8128000,"S Concho Rv at Christoval, TX",12090102,413,258,668.2169324,607,31.5,-100.5
646,626.6028305,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,607,31.5,-100.5
647,626.6028305,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,607,31.5,-100.5
648,626.6028305,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,607,31.5,-100.5
649,626.6028305,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,607,31.5,-100.5
650,626.6028305,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,607,31.5,-100.5
651,626.6028305,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,607,31.5,-100.5
652,626.6028305,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,607,31.5,-100.5
653,626.6028305,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,607,31.5,-100.5
654,626.6028305,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,607,31.5,-100.5
655,626.6028305,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,607,31.5,-100.5
656,626.6028305,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,607,31.5,-100.5
657,449.0598543,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,707,30.5,-100.5
658,449.0598543,8136000,C2,8136000,"Concho Rv at San Angelo, TX",12090105,5542,4139,10719.96079,707,30.5,-100.5
659,449.0598543,8128000,C3,8128000,"S Concho Rv at Christoval, TX",12090102,413,258,668.2169324,707,30.5,-100.5
660,449.0598543,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,707,30.5,-100.5
661,449.0598543,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,707,30.5,-100.5
662,449.0598543,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,707,30.5,-100.5
663,449.0598543,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,707,30.5,-100.5
664,449.0598543,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,707,30.5,-100.5
665,449.0598543,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,707,30.5,-100.5
666,449.0598543,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,707,30.5,-100.5
667,449.0598543,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,707,30.5,-100.5
668,449.0598543,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,707,30.5,-100.5
669,449.0598543,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,707,30.5,-100.5
670,449.0598543,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,707,30.5,-100.5
671,501.4251809,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,607,31.5,-100.5
672,501.4251809,8136000,C2,8136000,"Concho Rv at San Angelo, TX",12090105,5542,4139,10719.96079,607,31.5,-100.5
673,501.4251809,8130500,C4,8130500,"Dove Ck at Knickerbocker, TX",12090102,226,164,424.75805,607,31.5,-100.5
674,501.4251809,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,607,31.5,-100.5
675,501.4251809,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,607,31.5,-100.5
676,501.4251809,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,607,31.5,-100.5
677,501.4251809,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,607,31.5,-100.5
678,501.4251809,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,607,31.5,-100.5
679,501.4251809,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,607,31.5,-100.5
680,501.4251809,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,607,31.5,-100.5
681,501.4251809,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,607,31.5,-100.5
682,501.4251809,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,607,31.5,-100.5
683,501.4251809,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,607,31.5,-100.5
684,501.4251809,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,607,31.5,-100.5
685,79.7032254,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,707,30.5,-100.5
686,79.7032254,8136000,C2,8136000,"Concho Rv at San Angelo, TX",12090105,5542,4139,10719.96079,707,30.5,-100.5
687,79.7032254,8130500,C4,8130500,"Dove Ck at Knickerbocker, TX",12090102,226,164,424.75805,707,30.5,-100.5
688,79.7032254,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,707,30.5,-100.5
689,79.7032254,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,707,30.5,-100.5
690,79.7032254,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,707,30.5,-100.5
691,79.7032254,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,707,30.5,-100.5
692,79.7032254,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,707,30.5,-100.5
693,79.7032254,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,707,30.5,-100.5
694,79.7032254,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,707,30.5,-100.5
695,79.7032254,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,707,30.5,-100.5
696,79.7032254,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,707,30.5,-100.5
697,79.7032254,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,707,30.5,-100.5
698,79.7032254,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,707,30.5,-100.5
