OBJECTID,Area_sqkm,TNRCC_ID,CP_ID,usgs_site_,station_nm,huc_cd,usgs_drain_sqmi,WAM_drain_sqmi,WAM_drai_1,Quad_ID,Quad_lat,Quad_lon
249,71.49555262,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,608,31.5,-99.5
250,71.49555262,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,608,31.5,-99.5
251,71.49555262,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,608,31.5,-99.5
252,71.49555262,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,608,31.5,-99.5
253,71.49555262,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,608,31.5,-99.5
254,71.49555262,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,608,31.5,-99.5
255,71.49555262,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,608,31.5,-99.5
256,1177.980386,8151500,G1,8151500,"Llano Rv at Llano, TX",12090204,4197,4201,10880.54005,707,30.5,-100.5
257,1177.980386,8150700,G3,8150700,"Llano Rv nr Mason, TX",12090204,3247,3251,8420.051346,707,30.5,-100.5
258,1177.980386,8150000,G4,8150000,"Llano Rv nr Junction, TX",12090204,1854,1859,4814.787896,707,30.5,-100.5
259,1177.980386,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,707,30.5,-100.5
260,1177.980386,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,707,30.5,-100.5
261,1177.980386,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,707,30.5,-100.5
262,1177.980386,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,707,30.5,-100.5
263,1177.980386,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,707,30.5,-100.5
264,1177.980386,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,707,30.5,-100.5
265,1177.980386,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,707,30.5,-100.5
266,1288.660825,8151500,G1,8151500,"Llano Rv at Llano, TX",12090204,4197,4201,10880.54005,708,30.5,-99.5
267,1288.660825,8150700,G3,8150700,"Llano Rv nr Mason, TX",12090204,3247,3251,8420.051346,708,30.5,-99.5
268,1288.660825,8150000,G4,8150000,"Llano Rv nr Junction, TX",12090204,1854,1859,4814.787896,708,30.5,-99.5
269,1288.660825,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,708,30.5,-99.5
270,1288.660825,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,708,30.5,-99.5
271,1288.660825,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,708,30.5,-99.5
272,1288.660825,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,708,30.5,-99.5
273,1288.660825,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,708,30.5,-99.5
274,1288.660825,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,708,30.5,-99.5
275,1288.660825,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,708,30.5,-99.5
276,11.8874463,8151500,G1,8151500,"Llano Rv at Llano, TX",12090204,4197,4201,10880.54005,808,29.5,-99.5
277,11.8874463,8150700,G3,8150700,"Llano Rv nr Mason, TX",12090204,3247,3251,8420.051346,808,29.5,-99.5
278,11.8874463,8150000,G4,8150000,"Llano Rv nr Junction, TX",12090204,1854,1859,4814.787896,808,29.5,-99.5
279,11.8874463,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,808,29.5,-99.5
280,11.8874463,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,808,29.5,-99.5
281,11.8874463,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,808,29.5,-99.5
282,11.8874463,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,808,29.5,-99.5
283,11.8874463,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,808,29.5,-99.5
284,11.8874463,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,808,29.5,-99.5
285,11.8874463,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,808,29.5,-99.5
286,87.69356365,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,607,31.5,-100.5
287,87.69356365,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,607,31.5,-100.5
288,87.69356365,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,607,31.5,-100.5
289,87.69356365,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,607,31.5,-100.5
290,87.69356365,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,607,31.5,-100.5
291,87.69356365,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,607,31.5,-100.5
292,87.69356365,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,607,31.5,-100.5
293,87.69356365,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,607,31.5,-100.5
294,87.69356365,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,607,31.5,-100.5
295,87.69356365,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,607,31.5,-100.5
296,87.69356365,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,607,31.5,-100.5
297,2000.468239,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,608,31.5,-99.5
298,2000.468239,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,608,31.5,-99.5
299,2000.468239,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,608,31.5,-99.5
300,2000.468239,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,608,31.5,-99.5
301,2000.468239,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,608,31.5,-99.5
302,2000.468239,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,608,31.5,-99.5
303,2000.468239,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,608,31.5,-99.5
304,2000.468239,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,608,31.5,-99.5
305,2000.468239,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,608,31.5,-99.5
306,2000.468239,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,608,31.5,-99.5
307,2000.468239,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,608,31.5,-99.5
308,48.93012435,8146000,E1,8146000,"San Saba Rv at San Saba, TX",12090109,3046,3048,7894.283759,607,31.5,-100.5
309,48.93012435,8145000,E2,8145000,"Brady Ck at Brady, TX",12090110,588,589,1525.502997,607,31.5,-100.5
310,48.93012435,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,607,31.5,-100.5
311,48.93012435,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,607,31.5,-100.5
312,48.93012435,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,607,31.5,-100.5
313,48.93012435,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,607,31.5,-100.5
314,48.93012435,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,607,31.5,-100.5
315,48.93012435,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,607,31.5,-100.5
316,48.93012435,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,607,31.5,-100.5
317,48.93012435,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,607,31.5,-100.5
318,48.93012435,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,607,31.5,-100.5
319,1476.155997,8146000,E1,8146000,"San Saba Rv at San Saba, TX",12090109,3046,3048,7894.283759,608,31.5,-99.5
320,1476.155997,8145000,E2,8145000,"Brady Ck at Brady, TX",12090110,588,589,1525.502997,608,31.5,-99.5
321,1476.155997,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,608,31.5,-99.5
322,1476.155997,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,608,31.5,-99.5
323,1476.155997,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,608,31.5,-99.5
324,1476.155997,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,608,31.5,-99.5
325,1476.155997,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,608,31.5,-99.5
326,1476.155997,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,608,31.5,-99.5
327,1476.155997,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,608,31.5,-99.5
328,1476.155997,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,608,31.5,-99.5
329,1476.155997,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,608,31.5,-99.5
330,230.3113359,8146000,E1,8146000,"San Saba Rv at San Saba, TX",12090109,3046,3048,7894.283759,608,31.5,-99.5
331,230.3113359,8144600,E3,8144600,"San Saba Rv nr Brady, TX",12090109,1633,1636,4237.220548,608,31.5,-99.5
332,230.3113359,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,608,31.5,-99.5
333,230.3113359,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,608,31.5,-99.5
334,230.3113359,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,608,31.5,-99.5
335,230.3113359,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,608,31.5,-99.5
336,230.3113359,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,608,31.5,-99.5
337,230.3113359,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,608,31.5,-99.5
338,230.3113359,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,608,31.5,-99.5
339,230.3113359,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,608,31.5,-99.5
340,230.3113359,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,608,31.5,-99.5
341,1062.77343,8146000,E1,8146000,"San Saba Rv at San Saba, TX",12090109,3046,3048,7894.283759,708,30.5,-99.5
342,1062.77343,8144600,E3,8144600,"San Saba Rv nr Brady, TX",12090109,1633,1636,4237.220548,708,30.5,-99.5
343,1062.77343,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,708,30.5,-99.5
344,1062.77343,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,708,30.5,-99.5
345,1062.77343,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,708,30.5,-99.5
346,1062.77343,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,708,30.5,-99.5
347,1062.77343,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,708,30.5,-99.5
348,1062.77343,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,708,30.5,-99.5
349,1062.77343,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,708,30.5,-99.5
350,1062.77343,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,708,30.5,-99.5
351,1062.77343,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,708,30.5,-99.5
352,69.01650037,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,509,32.5,-98.5
353,69.01650037,8143600,F2,8143600,"Pecan Bayou nr Mullin, TX",12090107,2073,2074,5371.63534,509,32.5,-98.5
354,69.01650037,8143500,F3,8143500,"Pecan Bayou at Brownwood, TX",12090107,1660,1654,4283.840334,509,32.5,-98.5
355,69.01650037,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,509,32.5,-98.5
356,69.01650037,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,509,32.5,-98.5
357,69.01650037,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,509,32.5,-98.5
358,69.01650037,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,509,32.5,-98.5
359,69.01650037,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,509,32.5,-98.5
360,69.01650037,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,509,32.5,-98.5
361,69.01650037,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,509,32.5,-98.5
362,69.01650037,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,509,32.5,-98.5
363,2232.935159,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,508,32.5,-99.5
364,2232.935159,8143600,F2,8143600,"Pecan Bayou nr Mullin, TX",12090107,2073,2074,5371.63534,508,32.5,-99.5
365,2232.935159,8143500,F3,8143500,"Pecan Bayou at Brownwood, TX",12090107,1660,1654,4283.840334,508,32.5,-99.5
366,2232.935159,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,508,32.5,-99.5
367,2232.935159,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,508,32.5,-99.5
368,2232.935159,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,508,32.5,-99.5
369,2232.935159,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,508,32.5,-99.5
370,2232.935159,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,508,32.5,-99.5
371,2232.935159,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,508,32.5,-99.5
372,2232.935159,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,508,32.5,-99.5
373,2232.935159,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,508,32.5,-99.5
374,353.6175087,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,609,31.5,-98.5
375,353.6175087,8143600,F2,8143600,"Pecan Bayou nr Mullin, TX",12090107,2073,2074,5371.63534,609,31.5,-98.5
376,353.6175087,8143500,F3,8143500,"Pecan Bayou at Brownwood, TX",12090107,1660,1654,4283.840334,609,31.5,-98.5
377,353.6175087,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,609,31.5,-98.5
378,353.6175087,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,609,31.5,-98.5
379,353.6175087,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,609,31.5,-98.5
380,353.6175087,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,609,31.5,-98.5
381,353.6175087,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,609,31.5,-98.5
382,353.6175087,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,609,31.5,-98.5
383,353.6175087,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,609,31.5,-98.5
384,353.6175087,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,609,31.5,-98.5
385,1624.147398,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,608,31.5,-99.5
386,1624.147398,8143600,F2,8143600,"Pecan Bayou nr Mullin, TX",12090107,2073,2074,5371.63534,608,31.5,-99.5
387,1624.147398,8143500,F3,8143500,"Pecan Bayou at Brownwood, TX",12090107,1660,1654,4283.840334,608,31.5,-99.5
388,1624.147398,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,608,31.5,-99.5
389,1624.147398,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,608,31.5,-99.5
390,1624.147398,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,608,31.5,-99.5
391,1624.147398,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,608,31.5,-99.5
392,1624.147398,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,608,31.5,-99.5
393,1624.147398,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,608,31.5,-99.5
394,1624.147398,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,608,31.5,-99.5
395,1624.147398,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,608,31.5,-99.5
396,1773.375817,8151500,G1,8151500,"Llano Rv at Llano, TX",12090204,4197,4201,10880.54005,707,30.5,-100.5
397,1773.375817,8150700,G3,8150700,"Llano Rv nr Mason, TX",12090204,3247,3251,8420.051346,707,30.5,-100.5
398,1773.375817,8150000,G4,8150000,"Llano Rv nr Junction, TX",12090204,1854,1859,4814.787896,707,30.5,-100.5
399,1773.375817,8148500,G5,8148500,"N Llano Rv nr Junction, TX",12090202,914,897,2323.219335,707,30.5,-100.5
400,1773.375817,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,707,30.5,-100.5
401,1773.375817,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,707,30.5,-100.5
402,1773.375817,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,707,30.5,-100.5
403,1773.375817,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,707,30.5,-100.5
404,1773.375817,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,707,30.5,-100.5
405,1773.375817,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,707,30.5,-100.5
406,1773.375817,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,707,30.5,-100.5
407,560.7650127,8151500,G1,8151500,"Llano Rv at Llano, TX",12090204,4197,4201,10880.54005,708,30.5,-99.5
408,560.7650127,8150700,G3,8150700,"Llano Rv nr Mason, TX",12090204,3247,3251,8420.051346,708,30.5,-99.5
409,560.7650127,8150000,G4,8150000,"Llano Rv nr Junction, TX",12090204,1854,1859,4814.787896,708,30.5,-99.5
410,560.7650127,8148500,G5,8148500,"N Llano Rv nr Junction, TX",12090202,914,897,2323.219335,708,30.5,-99.5
411,560.7650127,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,708,30.5,-99.5
412,560.7650127,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,708,30.5,-99.5
413,560.7650127,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,708,30.5,-99.5
414,560.7650127,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,708,30.5,-99.5
415,560.7650127,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,708,30.5,-99.5
416,560.7650127,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,708,30.5,-99.5
417,560.7650127,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,708,30.5,-99.5
418,2444.000035,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,607,31.5,-100.5
419,2444.000035,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,607,31.5,-100.5
420,2444.000035,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,607,31.5,-100.5
421,2444.000035,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,607,31.5,-100.5
422,2444.000035,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,607,31.5,-100.5
423,2444.000035,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,607,31.5,-100.5
424,2444.000035,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,607,31.5,-100.5
425,2444.000035,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,607,31.5,-100.5
426,2444.000035,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,607,31.5,-100.5
427,2444.000035,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,607,31.5,-100.5
428,2444.000035,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,607,31.5,-100.5
429,2444.000035,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,607,31.5,-100.5
430,252.0939402,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,608,31.5,-99.5
431,252.0939402,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,608,31.5,-99.5
432,252.0939402,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,608,31.5,-99.5
433,252.0939402,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,608,31.5,-99.5
434,252.0939402,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,608,31.5,-99.5
435,252.0939402,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,608,31.5,-99.5
436,252.0939402,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,608,31.5,-99.5
437,252.0939402,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,608,31.5,-99.5
438,252.0939402,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,608,31.5,-99.5
439,252.0939402,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,608,31.5,-99.5
440,252.0939402,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,608,31.5,-99.5
441,252.0939402,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,608,31.5,-99.5
442,146.2138399,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,507,32.5,-100.5
443,146.2138399,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,507,32.5,-100.5
444,146.2138399,8127000,D3,8127000,"Elm Ck at Ballinger, TX",12090101,450,464,1201.754483,507,32.5,-100.5
445,146.2138399,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,507,32.5,-100.5
446,146.2138399,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,507,32.5,-100.5
447,146.2138399,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,507,32.5,-100.5
448,146.2138399,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,507,32.5,-100.5
449,146.2138399,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,507,32.5,-100.5
450,146.2138399,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,507,32.5,-100.5
451,146.2138399,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,507,32.5,-100.5
452,146.2138399,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,507,32.5,-100.5
453,146.2138399,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,507,32.5,-100.5
454,422.8579808,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,508,32.5,-99.5
455,422.8579808,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,508,32.5,-99.5
456,422.8579808,8127000,D3,8127000,"Elm Ck at Ballinger, TX",12090101,450,464,1201.754483,508,32.5,-99.5
457,422.8579808,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,508,32.5,-99.5
458,422.8579808,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,508,32.5,-99.5
459,422.8579808,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,508,32.5,-99.5
460,422.8579808,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,508,32.5,-99.5
461,422.8579808,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,508,32.5,-99.5
462,422.8579808,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,508,32.5,-99.5
463,422.8579808,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,508,32.5,-99.5
464,422.8579808,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,508,32.5,-99.5
465,422.8579808,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,508,32.5,-99.5
466,91.4961343,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,607,31.5,-100.5
467,91.4961343,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,607,31.5,-100.5
468,91.4961343,8127000,D3,8127000,"Elm Ck at Ballinger, TX",12090101,450,464,1201.754483,607,31.5,-100.5
469,91.4961343,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,607,31.5,-100.5
470,91.4961343,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,607,31.5,-100.5
471,91.4961343,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,607,31.5,-100.5
472,91.4961343,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,607,31.5,-100.5
473,91.4961343,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,607,31.5,-100.5
